Name,RAdeg,DEdeg,z,SiIV-BI,SiIV-BIO,SiIV-EW,SiIV-vmin,SiIV-vmax,SiIV-fdeep,CIV-BI,CIV-BIO,CIV-EW,CIV-vmin,CIV-vmax,CIV-fdeep,AlIII-BI,AlIII-BIO,AlIII-EW,AlIII-vmin,AlIII-vmax,AlIII-fdeep,MgII-BI,MgII-BIO,MgII-EW,MgII-vmin,MgII-vmax,MgII-fdeep,SiIV-EmL,CIV-EmL,AlIII-EmL,MgII-EmL,SiIV-BMBB,CIV-BMBB,AlIII-BMBB,MgII-BMBB,CIV4-BWA,SN1700,logF1400,logF2500,ra,dec,mjd,plate,fiberid,Separation
010859.53-105757.9,17.248057,-10.966085,1.81,323.0,323.0,-5.4,-6585,-9758,0.22,7622.7,7622.7,-44.8,-6420,-22051,0.71,40.1,40.1,-2.8,-7328,-10018,0.0,0.0,0.0,0.0,,,,0,1,0,0,0,0,0,,0,14.2,-27.15,-26.78,17.248038,-10.966054,52199,659,99,0.13024522649474563
010928.66+144921.1,17.369445,14.822545,2.49,643.2,643.2,-7.7,-15636,-20382,0.19,4668.2,4668.2,-31.6,-13750,-25022,0.47,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,9.1,-27.24,-27.07,17.369463,14.822551,51811,422,515,0.0662630002508758
010959.93-104201.7,17.499715,-10.700486,1.63,,,,,,,1519.7,1519.7,-18.8,-4976,-12975,0.42,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,14.8,,-26.86,17.499706,-10.700466,52199,659,60,0.07872464286109446
011133.17-100007.9,17.888246,-10.002221,1.58,,,,,,,319.6,319.6,-7.3,-3281,-6318,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.5,,-27.06,17.888224,-10.002212,52199,659,118,0.08445811835763244
011227.60-011221.7,18.11502,-1.206039,1.76,0.0,0.0,0.0,,,,2150.6,2150.6,-20.5,-5690,-18988,0.44,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,16.5,-26.78,-26.59,18.115032,-1.2060241,51794,397,122,0.06886699388399256
011237.35+001929.7,18.155639,0.32494,2.7,0.0,0.0,0.0,,,,48.3,48.3,-3.3,-9320,-11802,0.03,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,7.3,-27.5,,18.155675,0.32492176,51794,397,513,0.14528379369648706
011251.12+000921.3,18.213012,0.15593,2.86,0.0,0.0,0.0,,,,4903.7,4903.7,-37.0,-11575,-25052,0.69,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,6.9,-27.62,,18.213029,0.15592738,51794,397,510,0.061922329446267514
011453.81-103934.0,18.724217,-10.659448,3.73,5195.0,5195.0,-33.2,-6003,-25066,0.63,7196.3,7196.3,-45.2,-5700,-19479,0.69,1265.3,1265.3,-12.4,-6609,-11781,0.19,,,,,,,0,0,1,0,0,0,0,,0,9.7,-27.1,,18.724229,-10.659448,52177,660,255,0.04245453902458713
011524.54-092355.2,18.852264,-9.398674,2.15,0.0,0.0,0.0,,,,0.0,342.3,-10.1,-1783,-4199,0.83,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,3.8,-27.87,-27.4,18.85228,-9.3986713,52177,660,423,0.057652065802815164
011540.05-003328.7,18.916902,-0.557976,1.59,,,,,,,3045.7,3045.7,-19.0,-9661,-15242,0.77,103.3,103.3,-3.5,-13050,-16080,0.0,0.0,0.0,0.0,,,,0,1,0,0,,0,0,,0,18.9,,-26.71,18.916847,-0.5579961,51789,398,270,0.21079907857332203
011605.96+133402.1,19.024867,13.567268,2.01,0.0,0.0,0.0,,,,1400.8,1650.9,-21.0,-534,-23816,0.46,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,15.8,-26.93,-26.66,19.024875,13.567299,51821,423,136,0.11505805060102725
011732.85+131835.1,19.386912,13.309765,1.84,0.0,0.0,0.0,,,,49.2,49.2,-3.2,-13147,-15695,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.6,-27.2,-27.02,19.386903,13.309771,51821,423,53,0.038218889489967635
011755.56-105240.6,19.481526,-10.87795,1.88,0.0,0.0,0.0,,,,0.0,483.0,-7.0,-1805,-4980,0.35,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,8.8,-27.27,-27.14,19.481533,-10.877956,52177,660,124,0.03284788393485486
011825.62+153506.3,19.606761,15.585101,1.74,0.0,0.0,0.0,,,,159.4,159.4,-4.0,-17175,-20132,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.0,-27.14,-26.97,19.606777,15.585109,51821,423,575,0.06251170510614891
011847.53+150425.8,19.698048,15.073857,1.68,,,,,,,98.5,98.5,-4.9,-10791,-13479,0.26,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.2,,-26.92,19.698043,15.073886,51893,424,344,0.10583688762751642
011913.21+005115.8,19.805056,0.854411,1.67,,,,,,,3014.8,3014.8,-22.4,-6145,-14556,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.7,,-27.18,19.80509,0.85440948,51789,398,453,0.12250865867381613
011948.51+004355.9,19.952156,0.732215,1.77,0.0,0.0,0.0,,,,954.6,1394.7,-15.8,-1282,-7769,0.37,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,11.3,-27.13,-26.76,19.952126,0.73223784,51789,398,531,0.13573091500837287
012004.82+141108.2,20.020103,14.185632,4.73,0.0,0.0,0.0,,,,191.6,191.6,-27.7,-3796,-9453,0.92,,,,,,,,,,,,,0,0,0,0,,1,,,0,,-27.67,,20.020101,14.185652,51893,424,270,0.0723375881942492
012126.78-092306.0,20.361605,-9.385019,1.71,,,,,,,739.4,1023.4,-12.3,-2509,-6857,0.65,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.5,-27.44,-27.17,20.361617,-9.3850158,52163,661,424,0.044151159744244335
012231.91+133940.8,20.632979,13.661336,3.06,940.3,940.3,-8.0,-9851,-15088,0.01,4346.2,4346.2,-38.2,-5202,-22486,0.42,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,20.8,-26.72,,20.632959,13.661344,51893,424,215,0.07565887326139618
012301.21-102702.9,20.755069,-10.450806,2.21,0.0,0.0,0.0,,,,4.0,4.0,-1.7,-17147,-19348,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,13.4,-26.96,-26.9,20.755069,-10.45084,52163,661,214,0.12239999999734515
012331.05+011314.7,20.879393,1.22076,1.56,,,,,,,1656.5,1656.5,-14.7,-3973,-8044,0.83,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,4.4,,-27.16,20.879372,1.2207855,51817,399,367,0.11891175638831493
012508.68+141722.6,21.286185,14.289624,2.02,0.0,0.0,0.0,,,,885.1,1672.7,-14.8,-1836,-7426,0.59,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,6.3,-27.45,-27.34,21.286156,14.289657,51893,424,111,0.15604098596077046
012602.20-001924.1,21.509187,-0.323379,1.77,0.0,0.0,0.0,,,,0.0,6.0,-3.5,-2577,-4648,0.23,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,14.0,-26.95,-26.69,21.50918,-0.32337001,51817,399,154,0.041017658001857527
012603.62-100114.9,21.515097,-10.020808,2.3,0.0,0.0,0.0,,,,1689.6,2120.1,-19.8,-2193,-7852,0.87,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.0,-27.08,-27.03,21.51514,-10.020828,52163,661,114,0.168586728578292
012633.53+003509.9,21.639723,0.586092,2.14,0.0,0.0,0.0,,,,0.0,179.8,-9.5,-1918,-4471,0.78,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.8,-27.08,-26.83,21.639736,0.5860956,51817,399,550,0.0485589582363538
012835.78+141601.1,22.149115,14.266995,1.88,0.0,0.0,0.0,,,,1300.4,1526.1,-20.7,-419,-19581,0.37,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.2,-27.35,-26.94,22.14918,14.267008,51898,425,225,0.2315615206951622
012841.86-003317.0,22.174449,-0.554749,1.66,,,,,,,2571.5,2571.5,-28.7,-5894,-21596,0.25,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.2,,-26.8,22.17447,-0.55476764,51817,399,26,0.10108299079911622
012907.90+153306.3,22.282926,15.551764,1.69,,,,,,,97.5,97.5,-4.4,-19034,-21576,0.11,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,4.0,,-27.39,22.282932,15.551766,51898,425,408,0.022019594935417337
012913.70+011428.0,22.307109,1.241113,1.78,0.0,0.0,0.0,,,,1203.9,2308.2,-20.0,-1170,-7036,0.82,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,6.4,-27.56,-27.01,22.307166,1.2411121,51817,399,604,0.20517744319035391
013012.36+153158.0,22.551502,15.532791,2.35,0.0,0.0,0.0,,,,317.6,317.6,-5.9,-6206,-11379,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,10.6,-27.1,-26.5,22.551481,15.532815,51898,425,445,0.11300647308599232
013024.78+151955.6,22.603252,15.33212,1.59,,,,,,,3401.6,3401.6,-21.7,-5277,-13690,0.61,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.1,,-26.94,22.603243,15.332126,51898,425,452,0.03798587100244141
013121.96-102912.5,22.84151,-10.486808,2.05,0.0,0.0,0.0,,,,948.1,948.1,-9.9,-5827,-9552,0.65,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,8.5,-27.29,-27.08,22.841498,-10.486819,52147,662,243,0.05807388739718834
013233.90+011607.2,23.141257,1.26868,1.79,0.0,0.0,0.0,,,,915.9,1434.1,-14.3,-2179,-7148,0.71,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,12.2,-26.98,-26.9,23.141257,1.2686801,51820,400,414,3.600000001353166E-4
013245.30-004610.0,23.188751,-0.769446,1.47,,,,,,,,0.0,0.0,,,,449.5,449.5,-6.7,-4960,-9030,0.0,64.7,64.7,-5.1,-5195,-8024,0.0,0,0,0,0,,,0,0,0,7.6,,-26.95,23.18875,-0.7694413,51820,400,252,0.01729867228615082
013251.34-085705.7,23.213929,-8.951585,1.74,,0.0,0.0,,,,2997.2,2997.2,-26.9,-4673,-16874,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.9,-27.32,-27.16,23.213943,-8.9515561,52147,662,425,0.11533855043999343
013351.99-001711.1,23.466642,-0.286429,3.62,0.0,0.0,0.0,,,,0.0,0.8,-6.4,-861,-2932,0.83,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,3.2,-27.51,,23.466653,-0.286404,51820,400,193,0.098326602774176
013443.79+135831.9,23.682462,13.97555,1.83,0.0,0.0,0.0,,,,950.6,950.6,-11.6,-13473,-20835,0.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,5.6,-26.88,-27.1,23.682453,13.975566,51882,426,391,0.06562234074041033
013546.44+132741.2,23.943523,13.461455,1.59,,,,,,,233.7,233.7,-5.5,-11591,-14141,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,9.0,,-26.83,23.943537,13.461489,51882,426,264,0.13184939896656148
013625.65-103346.2,24.106911,-10.562847,2.01,210.4,210.4,-6.0,-8718,-11269,0.59,4317.2,4317.2,-27.6,-6759,-17853,0.44,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,9.6,-27.23,-26.87,24.106888,-10.562841,52147,662,2,0.08421411098416155
013656.30-004623.7,24.234624,-0.773276,1.72,,0.0,0.0,,,,421.3,421.3,-8.0,-6562,-10976,0.27,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.8,-26.94,-26.61,24.234639,-0.77331033,51820,400,3,0.13486831581015357
013715.88+001830.1,24.316182,0.308367,1.5,,,,,,,0.0,195.3,-6.6,67,-2556,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,11.4,,-26.76,24.316166,0.30842456,51820,400,632,0.21507239371320114
013724.43-082419.9,24.351795,-8.405541,2.57,0.0,0.0,0.0,,,,381.4,381.4,-5.9,-5601,-9189,0.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,13.6,-27.04,-26.8,24.351799,-8.4055112,52145,663,375,0.10822165911805069
013726.11+150453.8,24.358817,15.081636,2.22,0.0,0.0,0.0,,,,446.6,446.6,-9.9,-2986,-5816,0.78,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,11.5,-26.96,-26.93,24.358785,15.081646,51882,426,416,0.11691266220343395
013804.12+150951.5,24.517191,15.164314,2.5,0.0,0.0,0.0,,,,0.0,462.3,-10.7,-523,-3560,0.75,0.0,1494.7,-17.4,-396,-4606,0.7,0.0,0.0,0.0,,,,0,1,1,0,,0,0,,1,1.3,-27.75,-27.5,24.517178,15.164291,51882,426,401,0.09431969980548337
013853.93-101125.7,24.724749,-10.190479,1.3,,,,,,,,,,,,,18.5,18.5,-2.9,-7580,-9856,0.0,0.0,0.0,0.0,,,,0,0,0,0,,,0,,0,5.7,,-27.08,24.72471,-10.190451,52145,663,217,0.17104323788283604
014012.07+130241.7,25.050328,13.044936,1.19,,,,,,,,,,,,,346.8,346.8,-8.9,-3710,-6402,0.74,0.9,0.9,-7.8,-3670,-5740,0.23,0,0,0,0,,,0,0,0,2.2,,-27.11,25.05031,13.044951,51882,426,81,0.08307291891303865
014023.83+141151.7,25.099304,14.197696,1.66,,,,,,,64.1,64.1,-2.9,-7540,-10437,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,9.5,,-27.25,25.099307,14.197709,51882,426,514,0.04795689032116046
014039.21-091757.8,25.163397,-9.299404,1.39,,,,,,,,,,,,,418.6,515.8,-9.8,-2637,-6502,0.3,19.8,617.0,-15.0,-1492,-5219,0.35,0,0,0,0,,,0,0,0,6.5,,-27.06,25.163396,-9.2994155,52145,663,543,0.04155215496434522
014055.59+003908.5,25.231647,0.652361,1.49,,,,,,,0.0,274.7,-10.0,-794,-3072,0.94,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.0,,-27.12,25.231612,0.65236316,51788,401,437,0.12623156552277606
014235.45-083248.3,25.647744,-8.546758,3.03,0.0,0.0,0.0,,,,33.5,33.5,-5.6,-3252,-5461,0.56,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,1,6.2,-27.43,,25.647728,-8.5467619,52174,664,389,0.058665174268078754
014514.67-095911.1,26.311126,-9.986428,1.56,,,,,,,0.0,17.5,-4.7,-1167,-3444,0.33,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,10.8,,-26.76,26.311097,-9.986433,52174,664,199,0.10438192550209738
014515.58+002931.0,26.314917,0.491968,2.99,4717.9,4717.9,-28.5,-7986,-19557,0.6,8130.4,8130.4,-48.3,-7821,-22758,0.78,372.5,372.5,-7.5,-8384,-12176,0.05,,,,,,,0,0,1,0,0,0,0,,0,6.4,-27.59,,26.314946,0.49194005,51788,401,595,0.14499289942926089
014705.43-004148.9,26.772636,-0.696942,2.08,4072.4,4072.4,-24.1,-5179,-15176,0.56,6082.2,6134.8,-36.7,-2806,-16182,0.59,1633.3,1633.3,-19.9,-3714,-13094,0.2,0.0,0.0,0.0,,,,0,1,1,0,0,0,0,,0,5.0,-27.7,-27.2,26.772644,-0.6969446,51793,402,271,0.03028080053828877
014812.80-005108.7,27.053365,-0.852439,1.82,0.0,0.0,0.0,,,,2403.8,2403.8,-23.1,-8218,-20200,0.22,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,11.8,-27.15,-26.92,27.053338,-0.85245506,51793,402,299,0.1130859791661963
014836.33+000511.6,27.151389,0.08656,3.3,0.0,0.0,0.0,,,,5905.7,5905.7,-36.2,-5259,-16976,0.72,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,4.2,-27.59,,27.15139,0.086538296,51793,402,429,0.07821728986436702
014847.61-081936.3,27.198387,-8.326758,1.68,,,,,,,2673.7,2673.7,-20.1,-5730,-12075,0.68,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,1,,,0,6.6,,-26.92,27.198393,-8.3267389,52174,664,575,0.07200494959564543
014905.28-011404.9,27.272021,-1.234719,2.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,312.7,312.7,-7.6,-17359,-20522,0.26,0.0,0.0,0.0,,,,0,0,0,0,,,0,,0,2.5,-28.24,-27.16,27.271992,-1.2347025,51793,402,246,0.12009437623189695
014948.74+141300.9,27.453099,14.216919,2.19,0.0,0.0,0.0,,,,39.0,39.0,-2.4,-17315,-19996,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,19.0,-26.92,-26.72,27.453093,14.216899,51820,429,584,0.07498279066155054
015024.43+004433.0,27.60182,0.742521,2.01,516.0,1461.2,-13.2,-1812,-6091,0.73,2473.8,3679.7,-29.3,-1716,-10134,0.71,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,7.9,-27.3,-27.0,27.601854,0.74249727,51793,402,485,0.14925544299800345
015032.86+143425.6,27.636956,14.573787,4.18,5128.4,5440.7,-31.9,-2588,-11487,0.85,8003.5,8200.1,-50.8,-2768,-15111,0.89,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,2.9,-27.42,,27.636968,14.573774,51820,429,612,0.06275601445846994
015048.83+004126.2,27.703459,0.690631,3.7,0.0,0.0,0.0,,,,420.9,569.8,-10.2,-2479,-6688,0.36,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,1,,,0,13.3,-26.87,,27.70345,0.69063741,51793,402,505,0.039775737049376404
015108.07-085443.5,27.78364,-8.912105,1.73,,0.0,0.0,,,,0.0,800.4,-11.4,-1157,-4470,0.75,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.4,-27.27,-27.05,27.783614,-8.9121071,52168,665,438,0.0927785056667896
015151.58-093215.3,27.964923,-9.537604,1.42,,,,,,,,,,,,,63.3,63.3,-8.9,-4059,-6336,0.64,3551.9,5115.7,-66.5,-1258,-14569,0.62,0,0,1,1,,,0,0,0,0.9,,-27.61,27.964898,-9.5375761,52168,665,240,0.1340366010064663
015444.20+130047.6,28.684192,13.013237,2.29,0.0,0.0,0.0,,,,8.7,8.7,-2.8,-9590,-11934,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.6,-27.13,-27.03,28.684155,13.013247,51877,430,88,0.1346797365479879
015536.53-093915.3,28.902238,-9.654269,1.58,,,,,,,3948.8,3948.8,-28.7,-3900,-11488,0.88,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.4,,-27.1,28.902223,-9.654275,52168,665,66,0.05745041264415549
015642.11+141944.3,29.175477,14.328985,4.33,633.2,633.2,-8.4,-10084,-14012,0.44,1239.9,1239.9,-22.0,-9091,-18802,0.74,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,1.6,-27.54,,29.175466,14.328994,51877,430,586,0.05021821114389072
015659.27+123159.5,29.246965,12.533204,3.13,0.0,0.0,0.0,,,,1498.4,1498.4,-17.0,-8851,-13263,0.81,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,4.8,-27.51,,29.246975,12.533235,51877,430,43,0.11700226276279106
015819.76-001222.0,29.582371,-0.206135,3.28,0.0,0.0,0.0,,,,42.8,42.8,-3.5,-3540,-5817,0.06,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,13.2,-26.91,,29.582356,-0.20613195,51871,403,152,0.0551046518475526
015921.53+141043.1,29.839741,14.178663,3.1,1046.6,1046.6,-14.3,-9589,-18611,0.14,6638.9,6638.9,-38.7,-7010,-19753,0.81,1201.0,1201.0,-13.2,-7780,-16188,0.0,,,,,,,0,0,0,0,0,0,0,,0,15.1,-27.23,,29.83976,14.178663,51900,427,383,0.06631630585457439
020006.31-003709.7,30.0263,-0.619387,2.14,2426.3,2426.3,-20.8,-7461,-19515,0.31,7866.8,7866.8,-51.1,-7158,-25049,0.58,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,17.4,-26.86,-26.7,30.026283,-0.61941925,51871,403,70,0.13124104650495672
020022.01-084512.0,30.091723,-8.753358,1.94,1573.4,1573.4,-11.6,-5571,-13638,0.02,2788.2,2788.2,-19.9,-5130,-14231,0.31,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,16.5,-27.12,-26.8,30.091733,-8.7533598,52149,666,497,0.036165952663266505
020025.51+143120.2,30.106322,14.522288,1.84,0.0,0.0,0.0,,,,7.2,7.2,-2.7,-4832,-6971,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,16.5,-26.97,-26.76,30.10631,14.522303,51900,427,373,0.06830002065112036
020048.27+143809.4,30.201138,14.635958,1.57,,,,,,,0.0,13.7,-3.5,-1721,-3930,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,15.0,,-26.82,30.20114,14.635985,51900,427,379,0.09744932142269816
020103.08+122728.0,30.262854,12.457798,1.65,,,,,,,1206.4,1206.4,-11.9,-4189,-7984,0.62,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.8,,-26.9,30.262848,12.457774,51900,427,205,0.08893710432639365
020105.14+000617.9,30.271455,0.104986,1.21,,,,,,,,,,,,,24.6,249.8,-5.7,-1824,-5344,0.0,0.0,202.4,-6.6,-1507,-4751,0.0,0,0,1,1,,,0,0,0,11.7,,-26.68,30.27145,0.10500069,51871,403,593,0.055863372330199716
020230.66-075341.2,30.627774,-7.894786,1.72,,0.0,0.0,,,,207.6,207.6,-5.2,-3063,-5893,0.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,11.4,-27.1,-26.96,30.62777,-7.894803,52149,666,448,0.06284017734416948
020314.42-080830.8,30.810095,-8.141914,2.17,0.0,0.0,0.0,,,,544.1,544.1,-5.5,-16716,-19605,0.31,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,10.4,-27.25,-27.11,30.810091,-8.1419136,52149,666,460,0.014327401091900484
020353.69-090100.3,30.973737,-9.016759,1.65,,,,,,,0.0,0.3,-3.7,-1748,-3819,0.13,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.5,,-27.0,30.973756,-9.01676,52149,666,77,0.06765060392015194
020356.30+124059.3,30.984624,12.683154,1.6,,,,,,,583.5,583.5,-9.6,-10640,-14017,0.61,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.0,,-27.15,30.984673,12.683156,51900,427,41,0.17224623574130046
020409.04-085212.9,31.037691,-8.870268,1.95,0.0,0.0,0.0,,,,653.9,2288.7,-19.4,-1187,-6294,0.81,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,11.0,-27.14,-27.07,31.03769,-8.8702657,52149,666,592,0.009011673042260648
020529.19-000912.8,31.371657,-0.153568,2.39,1676.6,2763.4,-19.6,-1406,-7548,0.78,1794.7,4028.4,-28.6,2,-8486,0.78,59.9,59.9,-4.5,-3185,-5393,0.06,0.0,0.0,0.0,,,,1,1,1,0,0,0,0,,0,2.3,-27.79,-27.36,31.371663,-0.15355413,51812,404,165,0.05440368804005668
020608.63-080224.4,31.535974,-8.04013,1.87,769.5,769.5,-8.1,-5091,-9920,0.16,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,,,,0,15.4,-27.07,-26.91,31.536005,-8.0401135,52149,666,603,0.12545627096447198
020653.27+134355.7,31.721983,13.732148,1.65,,,,,,,0.0,0.1,-3.8,-308,-2379,0.2,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,4.9,,-27.3,31.721986,13.732154,51900,427,593,0.02401306393569983
020807.84+143855.1,32.032669,14.648646,2.11,0.0,0.0,0.0,,,,41.3,590.3,-8.2,-2162,-5199,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,6.3,-27.25,-27.13,32.032656,14.64866,51883,428,336,0.06775194238647508
020827.08+140550.4,32.112866,14.097354,1.93,0.0,0.0,0.0,,,,0.0,61.5,-6.6,47,-2507,0.46,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,6.0,-27.34,-27.07,32.112853,14.097325,51883,428,390,0.11384050724679301
021102.32-081007.4,32.759707,-8.16874,2.21,0.0,0.0,0.0,,,,557.2,557.2,-19.4,-11235,-19358,0.48,534.7,534.7,-8.0,-13796,-18063,0.05,0.0,0.0,0.0,,,,0,0,1,0,,0,0,,0,3.8,-27.62,-27.06,32.759724,-8.1687475,52163,667,460,0.0663236178677519
021119.12-075722.5,32.829696,-7.956252,1.88,0.0,0.0,0.0,,,,2280.4,2280.4,-18.5,-6710,-20554,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,19.3,-26.72,-26.44,32.829696,-7.9562517,52163,667,524,0.001079999999690325
021219.54+141739.1,33.081439,14.29421,2.19,651.9,651.9,-7.5,-5352,-9422,0.32,1883.4,1883.4,-18.4,-5118,-10154,0.81,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,8.9,-27.07,-26.93,33.081452,14.294265,51883,428,525,0.20312735448881244
021327.25-001446.9,33.363551,-0.246368,2.4,341.4,341.4,-8.1,-3996,-7585,0.48,628.1,1305.4,-14.6,-1899,-6730,0.61,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,1,0,0,0,0,,,0,2.8,-27.64,-27.41,33.363532,-0.24636652,51816,405,197,0.06860656732841548
021333.34+003030.8,33.388921,0.508578,2.03,0.0,0.0,0.0,,,,0.0,37.6,-6.9,31,-2178,0.62,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,5.5,-27.46,-27.04,33.388931,0.5085936,51816,405,485,0.06670714719357392
021351.29+124045.1,33.463734,12.679198,2.51,0.0,0.0,0.0,,,,0.0,75.4,-6.2,-1824,-4240,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,1.9,-27.64,-27.74,33.463698,12.679205,51883,428,13,0.12892639487602064
